epoch,train_loss,train_acc,val_loss,val_acc
1,3.287537506050932,5.430242272347535,3.1850418507213325,7.042253521126761
2,3.151726998581723,8.60484544695071,3.084117523381408,13.028169014084508
3,3.0335293033268416,16.374269005847953,2.9821574721537845,21.830985915492956
4,2.9145664864016654,23.642439431913115,2.8884602163878963,28.52112676056338
5,2.8204962225286985,29.156223893066,2.8017207098678805,32.74647887323944
6,2.7023594729982023,38.34586466165413,2.7150194107646675,36.61971830985915
7,2.6353019285719896,38.93065998329156,2.645335724656011,42.25352112676056
8,2.5387194568949534,44.52798663324979,2.5614642794703095,45.774647887323944
9,2.4568205023170413,49.45697577276525,2.497425243888103,47.183098591549296
10,2.377910954014102,53.467000835421885,2.438946485519409,47.53521126760563
11,2.306939770802918,54.051796157059314,2.3735471879932244,51.056338028169016
12,2.2330450105388264,57.30994152046784,2.310932162781836,52.11267605633803
13,2.171094128163337,60.150375939849624,2.253883939393809,54.929577464788736
14,2.096989941377887,62.322472848788635,2.2078679027691694,54.57746478873239
15,2.0541120728753266,64.16040100250626,2.1624746221891593,57.394366197183096
16,1.9938806413907058,65.6641604010025,2.111243422602264,59.859154929577464
17,1.9204330798876514,68.58813700918964,2.0623740125709857,59.50704225352113
18,1.882581469010789,69.00584795321637,2.0187586646684457,60.563380281690144
19,1.832061605545114,70.67669172932331,1.977807147402159,59.50704225352113
20,1.7826106831145068,70.00835421888054,1.935220718383789,62.67605633802817
21,1.7306806471513128,72.51461988304094,1.9038157563813976,62.32394366197183
22,1.7006547222958073,72.34753550543024,1.8673382997512817,63.732394366197184
23,1.668137077799218,73.1829573934837,1.8321002788946663,63.732394366197184
24,1.624636381391495,75.10442773600668,1.806499937890281,63.732394366197184
25,1.5813397321485936,74.85380116959064,1.7662205461045386,65.84507042253522
26,1.5417197917836252,76.60818713450293,1.7317533593782237,65.49295774647888
27,1.5024624966340157,76.35756056808688,1.7136984190470737,64.43661971830986
28,1.48354412887927,76.85881370091896,1.6798807768754556,67.95774647887323
29,1.438441694629322,77.61069340016708,1.6630338195344092,66.90140845070422
30,1.417068182376393,78.69674185463658,1.624875804068337,66.90140845070422
31,1.3826593922493153,79.36507936507937,1.5993066203426307,69.71830985915493
32,1.341367130590262,80.45112781954887,1.586278843208098,67.95774647887323
33,1.3296868041244865,81.37009189640769,1.5558940541576332,70.07042253521126
34,1.2804304014770012,82.2890559732665,1.5250825126406173,69.36619718309859
35,1.275918838075528,81.37009189640769,1.5064031960259021,70.07042253521126
36,1.2446580379329928,82.2890559732665,1.4976464375643663,69.71830985915493
37,1.207679581921003,83.95989974937343,1.47146492608836,70.4225352112676
38,1.1940790686691016,82.37259816207185,1.4483007159031613,70.07042253521126
39,1.1783091988081522,82.45614035087719,1.423950882025168,71.12676056338029
40,1.1466494812602885,84.54469507101086,1.4091254707793115,72.1830985915493
41,1.1307013755852517,84.21052631578948,1.3970308639633824,71.12676056338029
42,1.1176858018016258,85.54720133667502,1.3826949025543642,72.88732394366197
43,1.0913430953284753,84.46115288220551,1.3686594442582467,72.1830985915493
44,1.0787619040125893,85.04594820384294,1.3483096142889748,71.47887323943662
45,1.0451378464798382,86.71679197994987,1.3453635313141514,71.83098591549296
46,1.0388691231122889,86.2155388471178,1.3187573778797204,72.53521126760563
47,1.003416601677387,85.79782790309106,1.3079717041740955,72.88732394366197
48,0.9791579447692896,87.63575605680869,1.2949737982011178,72.88732394366197
49,0.9677294909007965,87.13450292397661,1.2760538492404239,73.59154929577464
50,0.9780103400436758,86.0484544695071,1.254059912453235,72.88732394366197
51,0.9264353460934925,88.97243107769424,1.243114002153907,73.2394366197183
