epoch,train_loss,train_acc,val_loss,val_acc
1,3.2405496571794985,6.182121971595656,3.07447478468989,17.253521126760564
2,2.9914758460364346,16.040100250626566,2.9066768666388283,23.591549295774648
3,2.77554734667441,25.81453634085213,2.7617898894027926,30.985915492957748
4,2.632651786158856,31.328320802005013,2.637611570492597,34.859154929577464
5,2.464985730753606,39.34837092731829,2.528259905291275,38.732394366197184
6,2.336078617108695,44.3609022556391,2.431033560927485,44.36619718309859
7,2.234190029209618,47.45196324143693,2.3437309181186516,45.42253521126761
8,2.146941591723322,50.710108604845445,2.2675168228821017,47.88732394366197
9,2.043649376683566,53.38345864661654,2.199901604316604,50.352112676056336
10,1.9556995882227108,57.142857142857146,2.1352412700653076,54.225352112676056
11,1.8897742846655468,57.47702589807853,2.0763915206345036,53.16901408450704
12,1.8312771354203634,60.317460317460316,2.0227108152819353,56.690140845070424
13,1.764476426163612,62.23893065998329,1.9739218261879934,57.04225352112676
14,1.6934429752697224,64.66165413533835,1.926234760754545,60.563380281690144
15,1.6387767150388126,66.9172932330827,1.88191329257589,60.91549295774648
16,1.6130609521292205,65.16290726817043,1.843213674048303,63.38028169014085
17,1.5406282815518932,67.25146198830409,1.805339964342789,61.61971830985915
18,1.5042725038608113,68.58813700918964,1.7686973776615842,63.028169014084504
19,1.4542026175193818,69.92481203007519,1.734485819306172,64.78873239436619
20,1.4370079164019005,71.17794486215539,1.7027278987454697,65.84507042253522
21,1.4048209116672015,70.76023391812865,1.6722911243707361,66.19718309859155
22,1.3674787827701298,72.76524644945698,1.6454314916906223,66.90140845070422
23,1.328640688033331,73.26649958228906,1.6147285112192933,68.66197183098592
24,1.2835048843445933,74.10192147034252,1.5867890035602408,69.71830985915493
25,1.2730095988029027,74.85380116959064,1.5627181865799595,69.71830985915493
26,1.2198602504897536,76.27401837928154,1.5396758636958163,70.07042253521126
27,1.2040718881010313,75.68922305764411,1.517712974212539,70.77464788732394
28,1.1879947719319024,76.77527151211362,1.4965470089039332,71.47887323943662
29,1.146208413561484,78.86382623224729,1.474138491590258,71.12676056338029
30,1.1375334070639105,77.19298245614036,1.452987423245336,71.47887323943662
31,1.1119689648113553,78.69674185463658,1.4340544477315016,72.88732394366197
32,1.08800319676212,79.86633249791144,1.414850241701368,72.88732394366197
33,1.0802166695981197,79.4486215538847,1.3964556077836265,73.2394366197183
34,1.0501010343245696,80.53467000835423,1.3825451479831212,73.59154929577464
35,1.0417712218779371,80.61821219715956,1.3626885590418962,73.2394366197183
36,1.0102157134659209,80.53467000835423,1.346886696949811,73.94366197183099
37,0.9978231192631032,80.78529657477026,1.3319348953139614,73.94366197183099
38,0.9897084888459845,81.53717627401838,1.316951227859712,74.64788732394366
39,0.9626788883878473,81.95488721804512,1.3027103291430944,75.35211267605634
40,0.9501276222884705,82.45614035087719,1.286739811091356,75.0
41,0.9207147288641137,81.78780284043442,1.2740226211682173,73.94366197183099
42,0.9100918967024725,81.62071846282373,1.2602736916340573,76.05633802816901
43,0.9063334581049264,83.04093567251462,1.2448008555761525,76.40845070422536
44,0.8844237983376161,82.37259816207185,1.235429799053031,75.70422535211267
45,0.8632874654150049,84.12698412698413,1.2218600805376616,76.05633802816901
46,0.8680006221820636,82.62322472848788,1.2110612308475333,76.05633802816901
47,0.8500963913567782,84.37761069340017,1.1997411712794237,76.7605633802817
48,0.8195901556919293,84.21052631578948,1.1875709505148337,76.7605633802817
49,0.831518957091055,85.29657477025899,1.1769511070049985,76.7605633802817
50,0.8037470754425826,84.9624060150376,1.1671119265153374,76.05633802816901
51,0.8136162544750829,84.46115288220551,1.1573206135924434,76.7605633802817
52,0.7804745885861747,86.0484544695071,1.1487506728776744,76.7605633802817
53,0.7819469719502761,85.46365914786968,1.1374528097434782,77.8169014084507
54,0.7709066740353105,85.54720133667502,1.128009103553396,76.40845070422536
55,0.7601755089628368,85.54720133667502,1.1177360331508475,78.52112676056338
56,0.7460234317066476,86.80033416875523,1.1097877554490532,77.46478873239437
57,0.7056489776549184,87.13450292397661,1.1011804518565325,77.11267605633803
58,0.705498030410773,86.88387635756057,1.0910707779333626,78.52112676056338
59,0.7082890038103886,87.55221386800334,1.085468613765609,78.16901408450704
60,0.7222835667549617,86.29908103592314,1.0777380768681917,78.87323943661971
61,0.6818773033425722,88.88888888888889,1.0668151504556898,78.87323943661971
62,0.6902257919610294,87.88638262322473,1.0611573499692997,78.16901408450704
63,0.695284800919873,87.3015873015873,1.055507652356591,78.16901408450704
64,0.6651848378834768,88.97243107769424,1.047113812305558,77.8169014084507
65,0.6784735218424944,88.05346700083543,1.041414867824232,79.22535211267606
66,0.6731553892842311,87.63575605680869,1.0287340191048635,79.22535211267606
67,0.6549484657066109,87.63575605680869,1.0246250117328806,78.87323943661971
68,0.6440131046817814,88.05346700083543,1.0156102432331569,79.22535211267606
69,0.613642584460919,89.39014202172098,1.0081340628610531,79.22535211267606
70,0.6233064560165182,87.96992481203007,1.0010611104293607,79.22535211267606
71,0.6189271742439111,89.30659983291562,0.9948810515269427,80.98591549295774
72,0.6197562892434989,87.80284043441938,0.9879053612829933,79.5774647887324
73,0.6007699048708356,90.22556390977444,0.9822752929069627,79.5774647887324
74,0.6024622569108069,89.89139515455305,0.976027208314815,79.5774647887324
75,0.5826874488875979,89.89139515455305,0.9687366309300275,80.28169014084507
76,0.5925769888318969,89.640768588137,0.9643140821389748,79.92957746478874
77,0.5762668484285063,90.64327485380117,0.9554625606872666,79.92957746478874
78,0.5807915234824669,90.64327485380117,0.9505921425953717,80.28169014084507
79,0.5636857448265566,89.72431077694236,0.9460103125639365,80.63380281690141
80,0.5709345683318531,89.39014202172098,0.9409703528377372,80.28169014084507
81,0.5462940408970379,90.97744360902256,0.9373796968392922,79.5774647887324
